longitude,latitude,label,red_mean,red_std,red_min,red_max,red_p10,red_p90,red_amp,nir_mean,nir_std,nir_min,nir_max,nir_p10,nir_p90,nir_amp,ndvi_mean,ndvi_std,ndvi_min,ndvi_max,ndvi_p10,ndvi_p90,ndvi_amp
-59.963096868156434,-6.118261752718455,Disturbio,0.02684592468941225,0.007286444951115125,0.018000000000000002,0.046500000000000014,0.01919999798472144,0.037860005441049845,0.02850000000000001,0.3276548095356104,0.020275477210973433,0.30069999999999997,0.392,0.30529998667277247,0.35549993470057406,0.09130000000000005,0.8500337630454173,0.03345161463932227,0.7714987714987716,0.8937426210153482,0.8040749892873285,0.8885914412603139,0.12224384951657663
-59.93286327296797,-6.137259041795993,Disturbio,0.02770545601657545,0.016163467384175657,0.008499999999999994,0.0754,0.016619999662222468,0.05007998878667329,0.0669,0.2838410572525552,0.07989615111351825,0.1036,0.44400000000000006,0.2261000044424045,0.40532483583724566,0.34040000000000004,0.8319187262719662,0.0462129280887239,0.7096649980747015,0.8890616899948162,0.7541499010628863,0.8649203257308863,0.17939669192011465
-59.9392508760995,-6.1496209920282565,Disturbio,0.03588502266907831,0.020448872872268903,0.010400000000000006,0.1084,0.02189052397789923,0.05461999539833553,0.09799999999999999,0.33076490957994964,0.06369120104492912,0.1253,0.4337000000000001,0.28660000484754883,0.412099987501813,0.3084000000000001,0.8105517148705178,0.08917702802239842,0.4405161290322581,0.8664929990231194,0.7735241459690354,0.8629200703889167,0.42597686999086126
-59.92772918514766,-6.1147633356477815,Disturbio,0.025938990941279973,0.00943853478886228,0.015600000000000003,0.05180000000000001,0.016940002171296157,0.03905333767691486,0.03620000000000001,0.33555696516968686,0.03091922466990131,0.28459999999999996,0.4003000000000001,0.29832000197999875,0.3831999787594583,0.11570000000000014,0.8596969509052845,0.04050826918380187,0.7488484848484848,0.9050806206267112,0.8019350542336972,0.8953874489379571,0.15623213577822648
-59.95732963304231,-6.0763856873943,Disturbio,0.06120147366643963,0.02945316166517938,0.0208,0.1152,0.02103999971027797,0.08680002719037756,0.0944,0.236489009498262,0.07537307769078203,0.1194,0.35719999999999996,0.14143142804158107,0.319799999585926,0.23779999999999996,0.5479082802086043,0.2614356231195572,0.20418848167539264,0.8751875187518753,0.25000000081861873,0.8722836786376842,0.6709990370764827
-59.95084626552935,-6.104252236533888,Disturbio,0.02910099506993641,0.018767683785248422,0.015,0.10720000000000002,0.01648999750458244,0.04364003286399587,0.09220000000000002,0.2987118033981484,0.05344620942698664,0.2306,0.3984,0.24670000977433873,0.382459995764092,0.16779999999999998,0.8287169464352817,0.08618195655675866,0.4494093477144324,0.8823067869752845,0.7821372683182736,0.8745409975496387,0.4328974392608521
-59.93613210590733,-6.153237772240141,Disturbio,0.03266884252917214,0.01874994857949301,0.007300000000000001,0.1086,0.020239999999999998,0.0391999984059696,0.1013,0.3232761987780232,0.05047247175267422,0.122,0.38960000000000006,0.2945000124823845,0.36781595461994654,0.26760000000000006,0.8220638656571638,0.08603232900574172,0.45440844009042947,0.8870843000773395,0.7895127739402488,0.8793834112097517,0.43267585998691005
-59.93969192707994,-6.102705376665243,Disturbio,0.06309498981062817,0.021827539558027163,0.022500000000000006,0.0995,0.037639997337443706,0.09039999852032168,0.077,0.20728961833308443,0.05037943206135199,0.1273,0.28,0.13972999937459998,0.2705999803230804,0.15270000000000003,0.5177563992280432,0.21297104894971558,0.17530045586406964,0.8455200823892893,0.21540284401322035,0.7029642620507639,0.6702196265252197
-59.95528399935886,-6.0841233581553205,Disturbio,0.03703030697740428,0.016156198990384753,0.019100000000000006,0.06620000000000001,0.021160001138963228,0.06520571489958116,0.0471,0.28369518133460203,0.01936324382841641,0.24640000000000004,0.33310000000000006,0.2555828542772079,0.30914997833445557,0.08670000000000003,0.7708371377508942,0.09920177808454918,0.5764555342290467,0.8728785357737104,0.5943240740124913,0.8611932485644416,0.2964230015446637
-59.97540575694166,-6.097832513104222,Disturbio,0.026867271411998666,0.00796301354443419,0.017299999999999996,0.04830000000000001,0.019300001013332607,0.04033996162192907,0.031000000000000014,0.32075393563676824,0.016920459893570994,0.2984,0.3489,0.3009000012554622,0.3463999783298744,0.05049999999999999,0.8473025155450227,0.03936856171825771,0.7457225585680441,0.8917057902973398,0.7804934427440174,0.880911365025035,0.14598323172929561
